"","DUID","SETTLEMENTDATE","OFFERDATE","VERSIONNO","PRICEBAND1","PRICEBAND2","PRICEBAND3","PRICEBAND4","PRICEBAND5","PRICEBAND6","PRICEBAND7","PRICEBAND8","PRICEBAND9","PRICEBAND10","LASTCHANGED"
"3226","MP1","2017/01/15 00:00:00","2017/01/16 00:28:39",11,-975.3,0,38.83,43.86,47.8,54.43,68.09,91.49,282.65,13073.73,"2017/01/16 00:28:39"
"3227","YARWUN_1","2017/01/15 00:00:00","2017/01/16 00:56:43",36,-959.3,25,100,101,102,103,104,600,1000,9667,"2017/01/16 00:56:43"
"3228","ER01","2017/01/15 00:00:00","2017/01/16 01:20:33",21,-982.9,30.25,34.37,39.14,44.43,59.73,68.74,243.76,13269.15,13760.6,"2017/01/16 01:20:33"
"3229","ER02","2017/01/15 00:00:00","2017/01/16 01:34:36",22,-982.9,30.25,34.37,39.14,44.43,59.73,68.74,243.76,13269.15,13760.6,"2017/01/16 01:34:36"
"3230","ER03","2017/01/15 00:00:00","2017/01/16 01:34:36",22,-984.6,30.31,34.43,39.21,44.5,59.83,68.86,244.18,13292.1,13784.4,"2017/01/16 01:34:36"
"3231","ER04","2017/01/15 00:00:00","2017/01/16 01:34:36",22,-984.6,30.31,34.43,39.21,44.5,59.83,68.86,244.18,13292.1,13784.4,"2017/01/16 01:34:36"
"3232","LYA3","2017/01/15 00:00:00","2017/01/16 01:35:44",387,-972.3,0,8.95,24.5,34.23,43.95,59.5,272.44,486.34,13611.42,"2017/01/16 01:35:44"
"3233","LYA4","2017/01/15 00:00:00","2017/01/16 01:36:14",388,-972.3,0,8.95,24.5,34.23,43.95,59.5,272.44,486.34,13611.42,"2017/01/16 01:36:14"
"3234","CPP_3","2017/01/15 00:00:00","2017/01/16 02:00:39",18,-941,-0.09,0.94,15,15.53,22.11,45.17,235.25,13173.99,13174,"2017/01/16 02:00:39"
"3235","HWPS1","2017/01/15 00:00:00","2017/01/16 02:03:41",27,-970.1,0,8.92,15.72,19.6,290.06,432.66,1697.68,11641.2,13581.4,"2017/01/16 02:03:41"
"3236","GORDON","2017/01/15 00:00:00","2017/01/16 02:07:42",34,-967.41,-72.38,-0.84,56.25,77.74,93.27,106.97,258.88,350.32,11721.99,"2017/01/16 02:07:42"
"3237","POAT110","2017/01/15 00:00:00","2017/01/16 02:07:42",34,-982.18,-73.46,-0.83,57.08,78.89,94.66,108.57,262.8,355.64,11901.25,"2017/01/16 02:07:42"
"3238","POAT220","2017/01/15 00:00:00","2017/01/16 02:07:42",34,-992.48,-74.05,-0.65,57.71,79.76,95.69,109.75,265.62,359.46,12028.47,"2017/01/16 02:07:42"
"3239","SNOWYP","2017/01/15 00:00:00","2017/01/16 02:48:12",12,-1014.2,0,25.36,30.43,35.5,40.57,55.78,76.06,91.28,304.26,"2017/01/16 02:48:12"
"3240","BDL01","2017/01/18 00:00:00","2017/01/16 03:01:18",12,-1017.47,-610.47,-1.01,12.2,26.44,28.49,43.75,53.93,54.94,14041.04,"2017/01/16 03:01:18"
"3241","BARRON-1","2017/01/16 00:00:00","2017/01/16 04:52:36",14,-1053,-1.05,105.3,210.6,315.9,526.5,7019.99,13162.5,14531.4,14742,"2017/01/16 04:52:36"
"3242","YABULU","2017/01/16 00:00:00","2017/01/16 05:58:16",375,-1007.3,0,30.21,50.35,86.62,151.08,275.99,424.06,2164.68,14001.46,"2017/01/16 05:58:16"
"3243","YWPS2","2017/01/16 00:00:00","2017/01/16 06:24:26",9,-950.9,0,8.73,15.36,23.91,27.63,79.55,269.88,12059.13,13100.37,"2017/01/16 06:24:26"
"3244","OAKEY1","2017/01/16 00:00:00","2017/01/16 06:30:43",5,-942,0,92.97,139.12,187.17,276.66,372.74,1324.16,11792.61,13188,"2017/01/16 06:30:43"
"3245","TORRA4","2017/01/16 00:00:00","2017/01/16 06:37:47",364,-1001.4,50.06,60.07,80.1,125.16,300.41,350.48,485.67,10600.81,14019.6,"2017/01/16 06:37:47"
"3246","BDL01","2017/01/16 00:00:00","2017/01/16 06:56:21",23,-1017.47,-610.47,-1.01,12.2,26.44,28.49,43.75,53.93,54.94,14041.04,"2017/01/16 06:56:21"
"3247","LKBONNY2","2017/01/16 00:00:00","2017/01/16 07:01:07",3,-876.8,-70.13,-39.92,-30.71,-13.5,-2.81,6.5,20,200,9425.6,"2017/01/16 07:01:07"
"3248","BLOWERNG","2017/01/16 00:00:00","2017/01/16 07:15:25",15,-981.5,0,9.71,14.56,19.41,24.27,29.12,33.97,38.83,48.53,"2017/01/16 07:15:25"
"3249","GUTHEGA","2017/01/16 00:00:00","2017/01/16 08:02:21",20,-937.1,0,24.61,29.05,31.85,65.22,117.09,280.82,420.76,13119.4,"2017/01/16 08:02:21"
"3250","LKBONNY3","2017/01/17 00:00:00","2017/01/16 08:31:07",1,-876.8,-70.11,-39.9,-30.7,-13.49,-2.8,6.4,19.9,201,9426.6,"2017/01/16 08:31:07"
"3251","BW01","2017/01/16 00:00:00","2017/01/16 08:49:31",373,-959,0,33.53,43.28,53.67,67.09,92.98,237.79,336.57,13425.96,"2017/01/16 08:49:31"
"3252","BW02","2017/01/16 00:00:00","2017/01/16 08:49:31",373,-959,0,33.53,43.28,53.67,67.09,92.98,237.79,336.57,13425.96,"2017/01/16 08:49:31"
"3253","BW03","2017/01/16 00:00:00","2017/01/16 08:49:31",373,-960.3,0,33.57,43.34,53.74,67.18,93.11,238.12,337.03,13444.16,"2017/01/16 08:49:31"
"3254","STAN-1","2017/01/16 00:00:00","2017/01/16 08:55:43",15,-956.1,19.06,58.26,94.59,149.08,292.5,6373.99,11951.25,13194.18,13385.4,"2017/01/16 08:55:43"
"3255","HALLWF2","2017/01/16 00:00:00","2017/01/16 09:02:11",368,-987.1,-968.1,-553,-254,-128,-89,-44,-0.98,10500,13287.95,"2017/01/16 09:02:11"
"3256","TARRALEA","2017/01/16 00:00:00","2017/01/16 09:08:45",26,-945.26,-70.86,-0.67,72.18,78.49,82.04,96.27,214.17,342.47,11452.06,"2017/01/16 09:08:45"
"3257","LKBONNY2","2017/01/17 00:00:00","2017/01/16 09:50:59",3,-876.8,-70.13,-39.92,-30.71,-13.5,-2.81,6.5,20,200,9425.6,"2017/01/16 09:50:59"
"3258","CG1","2017/01/17 00:00:00","2017/01/16 09:54:41",11,-987.2,0,47.88,75.64,94.79,286.29,429.92,2202.22,8138.63,13820.8,"2017/01/16 09:54:41"
"3259","CG2","2017/01/17 00:00:00","2017/01/16 09:54:41",11,-987.2,0,47.88,75.64,94.79,286.29,429.92,2202.22,8138.63,13820.8,"2017/01/16 09:54:41"
"3260","CG3","2017/01/17 00:00:00","2017/01/16 09:54:41",11,-987.2,0,47.88,75.64,94.79,286.29,429.92,2202.22,8138.63,13820.8,"2017/01/16 09:54:41"
"3261","CG4","2017/01/17 00:00:00","2017/01/16 09:54:41",11,-987.2,0,47.88,75.64,94.79,286.29,429.92,2202.22,8138.63,13820.8,"2017/01/16 09:54:41"
"3262","VPGS2","2017/01/17 00:00:00","2017/01/16 09:54:41",11,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2017/01/16 09:54:41"
"3263","VPGS3","2017/01/17 00:00:00","2017/01/16 09:54:41",11,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2017/01/16 09:54:41"
"3264","VPGS4","2017/01/17 00:00:00","2017/01/16 09:54:41",11,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2017/01/16 09:54:41"
"3265","VPGS5","2017/01/17 00:00:00","2017/01/16 09:54:41",11,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2017/01/16 09:54:41"
"3266","VPGS6","2017/01/17 00:00:00","2017/01/16 09:54:41",11,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2017/01/16 09:54:41"
"3267","TVPP104","2017/01/16 00:00:00","2017/01/16 10:22:10",30,-1000,-74.91,-0.67,76.4,83.09,86.84,101.89,226.63,362.36,12115.99,"2017/01/16 10:22:10"
"3268","BBTHREE1","2017/01/17 00:00:00","2017/01/16 10:24:17",15,-999.94,-74.85,-0.61,73.42,83.15,88.01,100,218.54,349.39,12116.05,"2017/01/16 10:24:17"
"3269","FISHER","2017/01/17 00:00:00","2017/01/16 10:24:35",15,-975.38,-73.05,-0.85,71.36,80.85,85.59,97.29,212.91,340.54,11817.77,"2017/01/16 10:24:35"
"3270","REECE2","2017/01/17 00:00:00","2017/01/16 10:24:35",15,-938.74,-70.16,-0.72,68.78,77.92,82.48,93.74,205.04,327.89,11375.68,"2017/01/16 10:24:35"
"3271","TUNGATIN","2017/01/17 00:00:00","2017/01/16 10:24:35",15,-908.74,-67.82,-0.92,66.37,75.22,79.64,90.54,198.29,317.23,11013.24,"2017/01/16 10:24:35"
"3272","BLUFF1","2017/01/17 00:00:00","2017/01/16 10:26:34",358,-986.3,-965.71,-514.5,-252.5,-126.5,-87.5,-42.5,-0.97,10499.5,13223.23,"2017/01/16 10:26:34"
"3273","BROKENH1","2017/01/17 00:00:00","2017/01/16 10:26:34",358,-1122,-983.55,-43.45,0,39.5,79,296.25,1481.25,12343.75,14007,"2017/01/16 10:26:34"
"3274","NYNGAN1","2017/01/17 00:00:00","2017/01/16 10:26:34",358,-986.94,-983.55,-43.45,0,39.5,79,296.25,1481.25,12343.75,13331.25,"2017/01/16 10:26:34"
"3275","OAKLAND1","2017/01/17 00:00:00","2017/01/16 10:26:34",358,-935.37,-900.85,-160,-80,-35,80,1100,5500,12360,12444.3,"2017/01/16 10:26:34"
"3276","LYA1","2017/01/17 00:00:00","2017/01/16 10:26:35",360,-972.3,0,8.95,24.5,34.23,43.95,59.5,272.44,486.34,13611.42,"2017/01/16 10:26:35"
"3277","YABULU2","2017/01/17 00:00:00","2017/01/16 10:26:36",365,-991.21,0,29.73,49.55,85.23,148.67,271.58,417.29,2130.09,13777.76,"2017/01/16 10:26:36"
"3278","HWPS2","2017/01/17 00:00:00","2017/01/16 10:29:21",7,-970.1,0,8.92,34.62,290.73,339.23,470.2,509.3,3779.12,13581.4,"2017/01/16 10:29:21"
"3279","HWPS3","2017/01/17 00:00:00","2017/01/16 10:29:21",7,-970.1,0,8.92,34.62,290.73,339.23,470.2,509.3,3779.12,13581.4,"2017/01/16 10:29:21"
"3280","HWPS4","2017/01/17 00:00:00","2017/01/16 10:29:21",7,-970.1,0,8.92,34.62,290.73,339.23,470.2,509.3,3779.12,13581.4,"2017/01/16 10:29:21"
"3281","HWPS5","2017/01/17 00:00:00","2017/01/16 10:29:21",7,-970.1,0,8.92,34.62,290.73,339.23,470.2,509.3,3779.12,13581.4,"2017/01/16 10:29:21"
"3282","HWPS6","2017/01/17 00:00:00","2017/01/16 10:29:21",7,-970.1,0,8.92,34.62,290.73,339.23,470.2,509.3,3779.12,13581.4,"2017/01/16 10:29:21"
"3283","HWPS7","2017/01/17 00:00:00","2017/01/16 10:29:21",7,-970.1,0,8.92,34.62,290.73,339.23,470.2,509.3,3779.12,13581.4,"2017/01/16 10:29:21"
"3284","HWPS8","2017/01/17 00:00:00","2017/01/16 10:29:21",7,-970.1,0,8.92,34.62,290.73,339.23,470.2,509.3,3779.12,13581.4,"2017/01/16 10:29:21"
"3285","POR01","2017/01/17 00:00:00","2017/01/16 10:46:57",5,-1001.1,0,124.17,300.36,369.44,500.58,1751.96,4605.09,13314.66,14015.4,"2017/01/16 10:46:57"
"3286","POR03","2017/01/17 00:00:00","2017/01/16 10:46:57",5,-1006.4,0,124.83,301.96,371.4,503.24,1761.24,4629.48,13385.16,14089.6,"2017/01/16 10:46:57"
"3287","BW04","2017/01/16 00:00:00","2017/01/16 11:00:57",379,-960.3,0,33.57,43.34,53.74,67.18,93.11,238.12,337.03,13444.16,"2017/01/16 11:00:57"
"3288","HUMENSW","2017/01/16 00:00:00","2017/01/16 11:12:54",1,-1000,1,30,45,100,150,200,250,2000,14028,"2017/01/16 11:12:54"
"3289","HUMENSW","2017/01/17 00:00:00","2017/01/16 11:15:44",1,-1000,1,30,45,100,150,200,250,2000,14028,"2017/01/16 11:15:44"
"3290","BARRON-1","2017/01/17 00:00:00","2017/01/16 11:19:53",12,-1053,-1.05,105.3,210.6,315.9,526.5,7019.99,13162.5,14531.4,14742,"2017/01/16 11:19:53"
"3291","BARRON-2","2017/01/17 00:00:00","2017/01/16 11:19:53",12,-1053,-1.05,105.3,210.6,315.9,526.5,7019.99,13162.5,14531.4,14742,"2017/01/16 11:19:53"
"3292","MACKAYGT","2017/01/17 00:00:00","2017/01/16 11:19:53",12,-973.7,0,287.24,292.11,973.7,2434.25,6491.33,12171.25,13437.06,13631.8,"2017/01/16 11:19:53"
"3293","SWAN_E","2017/01/17 00:00:00","2017/01/16 11:19:53",12,-998.4,0,998.4,1996.8,2995.2,3993.6,4992,5990.4,6988.8,13977.6,"2017/01/16 11:19:53"
"3294","TNPS1","2017/01/17 00:00:00","2017/01/16 11:19:53",12,-967.8,6.73,15.44,95.76,150.93,296.1,6451.99,12097.5,13355.64,13549.2,"2017/01/16 11:19:53"
"3295","SITHE01","2017/01/17 00:00:00","2017/01/16 11:22:39",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:22:39"
"3296","SITHE01","2017/01/18 00:00:00","2017/01/16 11:22:59",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:22:59"
"3297","SITHE01","2017/01/19 00:00:00","2017/01/16 11:23:13",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:23:13"
"3298","SITHE01","2017/01/20 00:00:00","2017/01/16 11:23:25",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:23:26"
"3299","SITHE01","2017/01/21 00:00:00","2017/01/16 11:25:29",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:25:29"
"3300","SITHE01","2017/01/22 00:00:00","2017/01/16 11:25:44",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:25:44"
"3301","SITHE01","2017/01/23 00:00:00","2017/01/16 11:25:59",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:25:59"
"3302","SITHE01","2017/01/24 00:00:00","2017/01/16 11:26:11",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:26:11"
"3303","SITHE01","2017/01/25 00:00:00","2017/01/16 11:26:22",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:26:22"
"3304","SITHE01","2017/01/26 00:00:00","2017/01/16 11:26:33",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:26:33"
"3305","SITHE01","2017/01/27 00:00:00","2017/01/16 11:26:52",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:26:52"
"3306","SITHE01","2017/01/28 00:00:00","2017/01/16 11:27:07",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:27:07"
"3307","SITHE01","2017/01/29 00:00:00","2017/01/16 11:27:22",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:27:22"
"3308","SITHE01","2017/01/30 00:00:00","2017/01/16 11:27:34",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:27:34"
"3309","SITHE01","2017/01/30 00:00:00","2017/01/16 11:30:17",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:30:17"
"3310","SITHE01","2017/01/31 00:00:00","2017/01/16 11:30:31",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 11:30:31"
"3311","BBTHREE2","2017/01/17 00:00:00","2017/01/16 11:38:52",18,-999.92,-74.83,-0.63,73.4,83.13,87.99,99.98,218.52,349.37,12116.03,"2017/01/16 11:38:52"
"3312","BBTHREE3","2017/01/17 00:00:00","2017/01/16 11:38:52",18,-999.96,-74.87,-0.65,73.38,83.11,87.97,99.96,218.5,349.35,12116.01,"2017/01/16 11:38:52"
"3313","TVPP104","2017/01/17 00:00:00","2017/01/16 11:38:52",18,-1000,-74.91,-0.67,73.36,83.09,87.95,99.94,218.48,349.33,12115.99,"2017/01/16 11:38:52"
"3314","MACKNTSH","2017/01/17 00:00:00","2017/01/16 11:40:41",19,-936.36,-69.92,-0.68,68.65,77.76,82.32,93.55,204.57,327.12,11347.86,"2017/01/16 11:40:41"
"3315","LI_WY_CA","2017/01/16 00:00:00","2017/01/16 11:41:23",31,-1002.78,-75.19,-1.07,76.21,82.91,86.67,101.77,226.84,362.94,12148.3,"2017/01/16 11:41:23"
"3316","MSTUART2","2017/01/17 00:00:00","2017/01/16 12:03:11",9,-983.4,0.01,55.1,84.6,102.27,108.17,257.67,12086.02,13266.1,13767.6,"2017/01/16 12:03:11"
"3317","HWPS1","2017/01/16 00:00:00","2017/01/16 12:21:53",22,-970.1,0,8.92,15.72,19.6,290.06,432.66,1697.68,11641.2,13581.4,"2017/01/16 12:21:53"
"3318","ROMA_7","2017/01/16 00:00:00","2017/01/16 12:21:59",30,-946.54,0.01,53.02,66.25,81.42,93.69,248,11774.85,12920.14,13251.43,"2017/01/16 12:21:59"
"3319","TORRB1","2017/01/17 00:00:00","2017/01/16 13:06:14",367,-1001.4,50.06,60.07,80.1,125.16,300.41,350.48,485.67,10600.81,14019.6,"2017/01/16 13:06:14"
"3320","LD01","2017/01/16 00:00:00","2017/01/16 13:10:08",381,-959.3,0,33.54,43.2,53.68,67.11,93.01,237.87,336.68,13430.17,"2017/01/16 13:10:08"
"3321","LD03","2017/01/16 00:00:00","2017/01/16 13:10:08",381,-959.3,0,33.54,43.2,53.68,67.11,93.01,237.87,336.68,13430.17,"2017/01/16 13:10:08"
"3322","LD04","2017/01/16 00:00:00","2017/01/16 13:10:08",381,-959.3,0,33.54,43.2,53.68,67.11,93.01,237.87,336.68,13430.17,"2017/01/16 13:10:08"
"3323","MP2","2017/01/16 00:00:00","2017/01/16 13:46:22",11,-975.3,0,38.83,43.86,47.8,54.43,68.09,91.49,282.65,13073.73,"2017/01/16 13:46:22"
"3324","CPP_4","2017/01/16 00:00:00","2017/01/16 13:48:29",10,-941,-0.09,0.94,15,15.53,22.11,45.17,235.25,13173.99,13174,"2017/01/16 13:48:29"
"3325","HALLWF1","2017/01/16 00:00:00","2017/01/16 13:54:43",373,-990,-968.5,-552,-253.5,-127.5,-88.5,-43.5,-0.98,10500,13323.01,"2017/01/16 13:54:43"
"3326","MACARTH1","2017/01/16 00:00:00","2017/01/16 13:54:43",373,-1002.2,-990.5,-160,-96.19,-46.19,40,80,5500,12000,13426.68,"2017/01/16 13:54:43"
"3327","NBHWF1","2017/01/16 00:00:00","2017/01/16 13:54:43",373,-986.3,-965.71,-551,-253,-127,-88,-43,-0.97,10500,13223.19,"2017/01/16 13:54:43"
"3328","OAKLAND1","2017/01/16 00:00:00","2017/01/16 13:54:43",373,-935.37,-900.85,-160,-80,-35,80,1100,5500,12360,12444.3,"2017/01/16 13:54:43"
"3329","QPS5","2017/01/16 00:00:00","2017/01/16 14:06:17",42,-986.4,59.2,78.94,123.32,157.51,295.89,403.43,10406.19,12988.93,13809.6,"2017/01/16 14:06:17"
"3330","VPGS4","2017/01/16 00:00:00","2017/01/16 14:12:07",34,-972.3,0,47.16,74.5,93.36,281.97,423.43,2168.98,8015.79,13612.2,"2017/01/16 14:12:07"
"3331","MORTLK11","2017/01/16 00:00:00","2017/01/16 14:36:08",47,-1001.5,0.01,27.56,36.07,58.89,70.13,85.93,126.02,263.34,14021,"2017/01/16 14:36:08"
"3332","LYA2","2017/01/16 00:00:00","2017/01/16 14:40:27",378,-972.3,0,8.95,24.5,34.23,43.95,59.5,272.44,486.34,13611.42,"2017/01/16 14:40:27"
"3333","BARRON-2","2017/01/16 00:00:00","2017/01/16 14:49:36",17,-1053,-1.05,105.3,210.6,315.9,526.5,7019.99,13162.5,14531.4,14742,"2017/01/16 14:49:36"
"3334","WOODLWN1","2017/01/16 00:00:00","2017/01/16 14:57:03",7,-993.1,-265,-99.01,-27.12,0,9.86,83.86,266.39,3946.56,12718.77,"2017/01/16 14:57:03"
"3335","QPS1","2017/01/16 00:00:00","2017/01/16 15:00:54",49,-986.4,0.01,59.21,78.95,123.32,295.9,403.43,10406.2,12988.93,13809.6,"2017/01/16 15:00:54"
"3336","QPS2","2017/01/16 00:00:00","2017/01/16 15:00:54",49,-986.4,0.01,59.21,78.95,123.32,295.9,403.43,10406.2,12988.93,13809.6,"2017/01/16 15:00:54"
"3337","QPS3","2017/01/16 00:00:00","2017/01/16 15:00:54",49,-986.4,0.01,59.21,78.95,123.32,295.9,403.43,10406.2,12988.93,13809.6,"2017/01/16 15:00:54"
"3338","QPS4","2017/01/16 00:00:00","2017/01/16 15:00:54",49,-986.4,0.01,59.21,78.95,123.32,295.9,403.43,10406.2,12988.93,13809.6,"2017/01/16 15:00:54"
"3339","LNGS1","2017/01/16 00:00:00","2017/01/16 15:20:52",36,-1001,0,59.87,98.78,298.34,448.01,997.8,2294.93,8481.27,14014,"2017/01/16 15:20:52"
"3340","LNGS2","2017/01/16 00:00:00","2017/01/16 15:20:52",36,-1001,0,59.87,98.78,298.34,448.01,997.8,2294.93,8481.27,14014,"2017/01/16 15:20:52"
"3341","BRAEMAR5","2017/01/17 00:00:00","2017/01/16 15:28:44",6,-954.9,0,13.17,80.69,139.1,189.55,405.93,2053.13,13025.79,13368.6,"2017/01/16 15:28:44"
"3342","LD02","2017/01/16 00:00:00","2017/01/16 15:35:35",383,-959.3,0,33.54,43.2,53.68,67.11,93.01,237.87,336.68,13430.17,"2017/01/16 15:35:35"
"3343","SITHE01","2017/01/17 00:00:00","2017/01/16 15:38:19",1,-1000,-999,-998,-997,-996,-995,-994,-993,-992,-991,"2017/01/16 15:38:19"
"3344","AGLSOM","2017/01/16 00:00:00","2017/01/16 15:39:20",383,-983.76,0,39.81,49.64,59.47,88.95,99.76,315.99,11564.82,13772.59,"2017/01/16 15:39:20"
"3345","BDL02","2017/01/16 00:00:00","2017/01/16 16:12:46",40,-1017.47,-610.47,-1.01,12.2,26.44,28.49,43.75,53.93,54.94,14041.04,"2017/01/16 16:12:46"
"3346","DARTM1","2017/01/16 00:00:00","2017/01/16 16:22:54",384,-981.2,0,54.76,64.57,94.01,247.08,596.38,1086,12264.81,13638.49,"2017/01/16 16:22:54"
"3347","CPSA","2017/01/16 00:00:00","2017/01/16 16:24:02",7,-964,0,1,20,30,60,100,300,1000,12050,"2017/01/16 16:24:02"
"3348","MORTLK12","2017/01/16 00:00:00","2017/01/16 16:29:02",51,-1001.5,0.01,27.56,36.07,58.89,70.13,85.93,126.02,263.34,14021,"2017/01/16 16:29:02"
"3349","MSTUART1","2017/01/16 00:00:00","2017/01/16 17:03:34",52,-983.4,0.01,55.1,68.84,84.6,97.35,257.67,12233.52,13423.42,13767.6,"2017/01/16 17:03:34"
"3350","MSTUART3","2017/01/16 00:00:00","2017/01/16 17:03:34",52,-983.4,0.01,55.1,68.84,84.6,97.35,257.67,12233.52,13423.42,13767.6,"2017/01/16 17:03:34"
"3351","BARCALDN","2017/01/16 00:00:00","2017/01/16 17:10:45",1,-935.88,-12.12,0,14.54,24.23,40.39,52.5,242.31,403.85,8076,"2017/01/16 17:10:45"
"3352","BASTYAN","2017/01/16 00:00:00","2017/01/16 17:12:30",42,-949.28,-70.9,-0.69,72.49,78.83,82.39,96.69,215.13,344.01,11504.14,"2017/01/16 17:12:30"
"3353","W/HOE#2","2017/01/16 00:00:00","2017/01/16 17:54:01",44,-990.2,0,103.97,246.56,297.01,306.96,1396.18,3465.7,10793.69,13862.8,"2017/01/16 17:54:01"
"3354","LADBROK1","2017/01/16 00:00:00","2017/01/16 18:06:52",55,-887.2,0.01,53.24,70.98,110.91,266.12,362.85,9359.66,11679.1,12420.8,"2017/01/16 18:06:52"
"3355","LADBROK2","2017/01/16 00:00:00","2017/01/16 18:06:52",55,-887.2,0.01,53.24,70.98,110.91,266.12,362.85,9359.66,11679.1,12420.8,"2017/01/16 18:06:52"
"3356","URANQ11","2017/01/16 00:00:00","2017/01/16 18:10:26",20,-929.1,0.01,52.01,56.45,65.07,90.11,230.38,10415.13,12449.89,13007.4,"2017/01/16 18:10:26"
"3357","URANQ12","2017/01/16 00:00:00","2017/01/16 18:10:26",20,-929.1,0.01,52.01,56.45,65.07,90.11,230.38,10415.13,12449.89,13007.4,"2017/01/16 18:10:26"
"3358","URANQ13","2017/01/16 00:00:00","2017/01/16 18:10:26",20,-929.1,0.01,52.01,56.45,65.07,90.11,230.38,10415.13,12449.89,13007.4,"2017/01/16 18:10:26"
"3359","URANQ14","2017/01/16 00:00:00","2017/01/16 18:10:26",20,-929.1,0.01,52.01,56.45,65.07,90.11,230.38,10415.13,12449.89,13007.4,"2017/01/16 18:10:26"
"3360","LOYYB2","2017/01/16 00:00:00","2017/01/16 18:25:14",16,-972.3,0,10.21,34.7,82.34,291.39,340,510.46,3787.69,13612.2,"2017/01/16 18:25:14"
"3361","MCKAY1","2017/01/16 00:00:00","2017/01/16 18:41:33",386,-954.3,0,41.86,54.26,71.44,80.98,266.12,578.17,12695.86,13263.78,"2017/01/16 18:41:33"
"3362","SNOWYP","2017/01/17 00:00:00","2017/01/16 18:45:37",25,-1014.2,0,25.36,30.43,35.5,40.57,55.78,76.06,91.28,304.26,"2017/01/16 18:45:37"
"3363","SNOWYP","2017/01/16 00:00:00","2017/01/16 18:46:13",53,-1014.2,0,25.36,30.43,35.5,40.57,55.78,76.06,91.28,304.26,"2017/01/16 18:46:13"
"3364","VP6","2017/01/16 00:00:00","2017/01/16 18:46:37",33,-985.3,27.1,30.3,38.38,48.28,68.92,94.59,146.81,283.77,13597.14,"2017/01/16 18:46:37"
"3365","JLA01","2017/01/16 00:00:00","2017/01/16 18:47:31",18,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2017/01/16 18:47:31"
"3366","JLA02","2017/01/16 00:00:00","2017/01/16 18:47:31",18,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2017/01/16 18:47:31"
"3367","JLA03","2017/01/16 00:00:00","2017/01/16 18:47:31",18,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2017/01/16 18:47:31"
"3368","JLA04","2017/01/16 00:00:00","2017/01/16 18:47:31",18,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2017/01/16 18:47:31"
"3369","WKIEWA1","2017/01/16 00:00:00","2017/01/16 18:50:27",387,-1002.6,0,36.95,46.98,57,126.18,279.57,607.43,12532.35,13935.99,"2017/01/16 18:50:27"
"3370","WKIEWA2","2017/01/16 00:00:00","2017/01/16 18:50:58",388,-1002.6,0,36.94,46.96,56.99,126.17,279.56,607.42,12532.34,13935.98,"2017/01/16 18:50:58"
"3371","VP5","2017/01/16 00:00:00","2017/01/16 18:54:37",34,-985.3,27.1,30.3,38.38,48.28,68.92,94.59,146.81,283.77,13597.14,"2017/01/16 18:54:37"
"3372","DDPS1","2017/01/16 00:00:00","2017/01/16 19:01:48",57,-954.9,-0.98,34.45,53.48,66.82,82.13,94.27,250.18,11878.96,13368.6,"2017/01/16 19:01:48"
"3373","CETHANA","2017/01/16 00:00:00","2017/01/16 19:11:45",44,-972.05,-72.67,-0.79,74.14,80.64,84.29,98.93,220.19,352.15,11779.06,"2017/01/16 19:11:45"
