"","DUID","SETTLEMENTDATE","OFFERDATE","VERSIONNO","PRICEBAND1","PRICEBAND2","PRICEBAND3","PRICEBAND4","PRICEBAND5","PRICEBAND6","PRICEBAND7","PRICEBAND8","PRICEBAND9","PRICEBAND10","LASTCHANGED"
"1","BRAEMAR6","2017/01/03 00:00:00","2016/12/06 07:55:45",1,-954.9,0,13.17,34.37,47.25,67.58,100.9,381.86,2053.23,13036.29,"2016/12/06 07:55:45"
"2","BRAEMAR7","2017/01/03 00:00:00","2016/12/06 07:55:45",1,-954.9,0,13.17,34.37,47.25,67.58,100.9,381.87,2053.32,13037.25,"2016/12/06 07:55:45"
"3","BRAEMAR6","2017/01/04 00:00:00","2016/12/06 07:55:48",1,-954.9,0,13.17,34.37,47.25,67.58,100.9,381.86,2053.23,13036.29,"2016/12/06 07:55:48"
"4","BRAEMAR7","2017/01/04 00:00:00","2016/12/06 07:55:48",1,-954.9,0,13.17,34.37,47.25,67.58,100.9,381.87,2053.32,13037.25,"2016/12/06 07:55:48"
"5","BRAEMAR6","2017/01/05 00:00:00","2016/12/06 07:55:52",1,-954.9,0,13.17,34.37,47.25,67.58,100.9,381.86,2053.23,13036.29,"2016/12/06 07:55:52"
"6","BRAEMAR7","2017/01/05 00:00:00","2016/12/06 07:55:52",1,-954.9,0,13.17,34.37,47.25,67.58,100.9,381.87,2053.32,13037.25,"2016/12/06 07:55:52"
"7","BRAEMAR6","2017/01/06 00:00:00","2016/12/06 07:55:55",1,-954.9,0,13.17,34.37,47.25,67.58,100.9,381.86,2053.23,13036.29,"2016/12/06 07:55:55"
"8","BRAEMAR6","2017/01/07 00:00:00","2016/12/06 07:55:58",1,-954.9,0,13.17,34.37,47.25,67.58,100.9,381.86,2053.23,13036.29,"2016/12/06 07:55:58"
"9","BRAEMAR7","2017/01/07 00:00:00","2016/12/06 07:55:58",1,-954.9,0,13.17,34.37,47.25,67.58,100.9,381.87,2053.32,13037.25,"2016/12/06 07:55:58"
"10","PUMP1","2017/01/03 00:00:00","2016/12/10 11:26:24",1,-994,0,27.83,45.03,55.04,65.05,150.38,285.2,5003.53,13021.4,"2016/12/10 11:26:24"
"11","BRAEMAR6","2017/01/08 00:00:00","2016/12/19 10:44:56",1,-954.9,0,13.17,34.37,47.25,67.58,100.9,381.86,2053.23,13036.29,"2016/12/19 10:44:56"
"12","BRAEMAR7","2017/01/08 00:00:00","2016/12/19 10:44:56",1,-954.9,0,13.17,34.37,47.25,67.58,100.9,381.87,2053.32,13037.25,"2016/12/19 10:44:56"
"13","PPCCGT","2017/01/02 00:00:00","2016/12/19 14:59:33",3,-1000.9,59.74,79.76,123.8,299.96,300.27,485.13,4604.14,10559.18,14012.6,"2016/12/19 14:59:33"
"14","PPCCGT","2017/01/03 00:00:00","2016/12/19 14:59:34",3,-1000.9,59.74,79.76,123.8,299.96,300.27,485.13,4604.14,10559.18,14012.6,"2016/12/19 14:59:34"
"15","AGLHAL","2017/01/01 00:00:00","2016/12/20 08:47:50",1,-990,0,276.02,365.12,414.62,493.82,573.02,1351.9,10473.08,13859,"2016/12/20 08:47:50"
"16","AGLHAL","2017/01/02 00:00:00","2016/12/20 08:47:58",1,-990,0,276.02,365.12,414.62,493.82,573.02,1351.9,10473.08,13859,"2016/12/20 08:47:58"
"17","AGLHAL","2017/01/28 00:00:00","2016/12/20 08:48:15",1,-990,0,276.02,365.12,414.62,493.82,573.02,1351.9,10473.08,13859,"2016/12/20 08:48:15"
"18","WATERLWF","2017/01/01 00:00:00","2016/12/20 08:48:16",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:48:16"
"19","YWPS1","2017/01/26 00:00:00","2016/12/20 08:48:23",1,-954.1,0,8.76,15.41,21.17,26.72,79.6,228.85,278.6,12306.94,"2016/12/20 08:48:23"
"20","WATERLWF","2017/01/02 00:00:00","2016/12/20 08:48:25",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:48:25"
"21","AGLHAL","2017/01/30 00:00:00","2016/12/20 08:48:33",1,-990,0,276.02,365.12,414.62,493.82,573.02,1351.9,10473.08,13859,"2016/12/20 08:48:33"
"22","WATERLWF","2017/01/31 00:00:00","2016/12/20 08:48:34",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:48:34"
"23","WATERLWF","2017/01/28 00:00:00","2016/12/20 08:48:44",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:48:44"
"24","WATERLWF","2017/01/29 00:00:00","2016/12/20 08:48:54",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:48:54"
"25","WATERLWF","2017/01/30 00:00:00","2016/12/20 08:49:04",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:49:04"
"26","WATERLWF","2017/01/26 00:00:00","2016/12/20 08:49:13",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:49:13"
"27","YWPS1","2017/01/19 00:00:00","2016/12/20 08:49:22",1,-954.1,0,8.76,15.41,21.17,26.72,79.6,228.85,278.6,12306.94,"2016/12/20 08:49:22"
"28","YWPS3","2017/01/19 00:00:00","2016/12/20 08:49:22",1,-950.9,0,8.73,15.36,23.91,27.63,79.55,269.88,12059.13,13100.37,"2016/12/20 08:49:22"
"29","WATERLWF","2017/01/27 00:00:00","2016/12/20 08:49:23",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:49:23"
"30","WATERLWF","2017/01/23 00:00:00","2016/12/20 08:49:33",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:49:33"
"31","YWPS3","2017/01/18 00:00:00","2016/12/20 08:49:41",1,-950.9,0,8.73,15.36,23.91,27.63,79.55,269.88,12059.13,13100.37,"2016/12/20 08:49:41"
"32","WATERLWF","2017/01/24 00:00:00","2016/12/20 08:49:43",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:49:43"
"33","WATERLWF","2017/01/25 00:00:00","2016/12/20 08:49:53",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:49:53"
"34","AGLHAL","2017/01/21 00:00:00","2016/12/20 08:50:02",1,-990,0,276.02,365.12,414.62,493.82,573.02,1351.9,10473.08,13859,"2016/12/20 08:50:02"
"35","WATERLWF","2017/01/20 00:00:00","2016/12/20 08:50:03",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:50:03"
"36","WATERLWF","2017/01/21 00:00:00","2016/12/20 08:50:13",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:50:13"
"37","WATERLWF","2017/01/22 00:00:00","2016/12/20 08:50:23",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:50:23"
"38","WATERLWF","2017/01/19 00:00:00","2016/12/20 08:50:34",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:50:34"
"39","WATERLWF","2017/01/17 00:00:00","2016/12/20 08:50:45",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:50:45"
"40","WATERLWF","2017/01/18 00:00:00","2016/12/20 08:50:55",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:50:55"
"41","WATERLWF","2017/01/15 00:00:00","2016/12/20 08:51:05",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:51:05"
"42","WATERLWF","2017/01/16 00:00:00","2016/12/20 08:51:15",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:51:15"
"43","WATERLWF","2017/01/12 00:00:00","2016/12/20 08:51:25",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:51:25"
"44","WATERLWF","2017/01/13 00:00:00","2016/12/20 08:51:35",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:51:35"
"45","WATERLWF","2017/01/14 00:00:00","2016/12/20 08:51:45",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:51:45"
"46","WATERLWF","2017/01/09 00:00:00","2016/12/20 08:51:55",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:51:55"
"47","WATERLWF","2017/01/10 00:00:00","2016/12/20 08:52:05",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:52:05"
"48","WATERLWF","2017/01/11 00:00:00","2016/12/20 08:52:14",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:52:14"
"49","WATERLWF","2017/01/06 00:00:00","2016/12/20 08:52:24",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:52:24"
"50","WATERLWF","2017/01/07 00:00:00","2016/12/20 08:52:33",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:52:33"
"51","WATERLWF","2017/01/08 00:00:00","2016/12/20 08:52:42",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:52:42"
"52","WATERLWF","2017/01/03 00:00:00","2016/12/20 08:52:51",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:52:51"
"53","WATERLWF","2017/01/04 00:00:00","2016/12/20 08:52:59",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:52:59"
"54","WATERLWF","2017/01/05 00:00:00","2016/12/20 08:53:07",1,-978.4,-489.2,-244.61,-88.06,-44.03,0,58.7,97.84,489.2,12601.79,"2016/12/20 08:53:07"
"55","JLA01","2017/01/01 00:00:00","2016/12/20 11:20:42",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:20:42"
"56","JLA02","2017/01/01 00:00:00","2016/12/20 11:20:42",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:20:42"
"57","JLA03","2017/01/01 00:00:00","2016/12/20 11:20:42",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:20:42"
"58","JLA04","2017/01/01 00:00:00","2016/12/20 11:20:42",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:20:42"
"59","JLB01","2017/01/01 00:00:00","2016/12/20 11:20:42",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:20:42"
"60","JLB02","2017/01/01 00:00:00","2016/12/20 11:20:42",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:20:42"
"61","JLB03","2017/01/01 00:00:00","2016/12/20 11:20:42",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:20:42"
"62","JLA01","2017/01/06 00:00:00","2016/12/20 11:20:54",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:20:54"
"63","JLA02","2017/01/06 00:00:00","2016/12/20 11:20:54",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:20:54"
"64","JLA03","2017/01/06 00:00:00","2016/12/20 11:20:54",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:20:54"
"65","JLA04","2017/01/06 00:00:00","2016/12/20 11:20:54",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:20:54"
"66","JLB01","2017/01/06 00:00:00","2016/12/20 11:20:54",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:20:54"
"67","JLB02","2017/01/06 00:00:00","2016/12/20 11:20:54",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:20:54"
"68","JLB03","2017/01/06 00:00:00","2016/12/20 11:20:54",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:20:54"
"69","JLA01","2017/01/25 00:00:00","2016/12/20 11:20:57",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:20:57"
"70","JLA02","2017/01/25 00:00:00","2016/12/20 11:20:57",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:20:57"
"71","JLA03","2017/01/25 00:00:00","2016/12/20 11:20:57",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:20:57"
"72","JLA04","2017/01/25 00:00:00","2016/12/20 11:20:57",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:20:57"
"73","JLB01","2017/01/25 00:00:00","2016/12/20 11:20:57",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:20:57"
"74","JLB02","2017/01/25 00:00:00","2016/12/20 11:20:57",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:20:57"
"75","JLB03","2017/01/25 00:00:00","2016/12/20 11:20:57",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:20:57"
"76","JLA01","2017/01/26 00:00:00","2016/12/20 11:21:02",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:02"
"77","JLA02","2017/01/26 00:00:00","2016/12/20 11:21:02",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:02"
"78","JLA03","2017/01/26 00:00:00","2016/12/20 11:21:02",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:02"
"79","JLA04","2017/01/26 00:00:00","2016/12/20 11:21:02",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:02"
"80","JLB01","2017/01/26 00:00:00","2016/12/20 11:21:02",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:02"
"81","JLB02","2017/01/26 00:00:00","2016/12/20 11:21:02",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:02"
"82","JLB03","2017/01/26 00:00:00","2016/12/20 11:21:02",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:02"
"83","JLA01","2017/01/27 00:00:00","2016/12/20 11:21:08",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:08"
"84","JLA02","2017/01/27 00:00:00","2016/12/20 11:21:08",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:08"
"85","JLA03","2017/01/27 00:00:00","2016/12/20 11:21:08",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:08"
"86","JLA04","2017/01/27 00:00:00","2016/12/20 11:21:08",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:08"
"87","JLB01","2017/01/27 00:00:00","2016/12/20 11:21:08",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:08"
"88","JLB02","2017/01/27 00:00:00","2016/12/20 11:21:08",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:08"
"89","JLB03","2017/01/27 00:00:00","2016/12/20 11:21:08",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:08"
"90","JLA01","2017/01/28 00:00:00","2016/12/20 11:21:16",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:16"
"91","JLA02","2017/01/28 00:00:00","2016/12/20 11:21:16",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:16"
"92","JLA03","2017/01/28 00:00:00","2016/12/20 11:21:16",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:16"
"93","JLA04","2017/01/28 00:00:00","2016/12/20 11:21:16",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:16"
"94","JLB01","2017/01/28 00:00:00","2016/12/20 11:21:16",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:16"
"95","JLA01","2017/01/29 00:00:00","2016/12/20 11:21:22",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:22"
"96","JLA04","2017/01/29 00:00:00","2016/12/20 11:21:22",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:22"
"97","JLA01","2017/01/31 00:00:00","2016/12/20 11:21:36",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:36"
"98","JLA02","2017/01/31 00:00:00","2016/12/20 11:21:36",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:36"
"99","JLA03","2017/01/31 00:00:00","2016/12/20 11:21:36",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:36"
"100","JLA04","2017/01/31 00:00:00","2016/12/20 11:21:36",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:36"
"101","JLB01","2017/01/31 00:00:00","2016/12/20 11:21:36",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:36"
"102","JLB02","2017/01/31 00:00:00","2016/12/20 11:21:36",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:36"
"103","JLB03","2017/01/31 00:00:00","2016/12/20 11:21:36",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:36"
"104","JLA01","2017/01/12 00:00:00","2016/12/20 11:21:43",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:43"
"105","JLA02","2017/01/12 00:00:00","2016/12/20 11:21:43",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:43"
"106","JLA03","2017/01/12 00:00:00","2016/12/20 11:21:43",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:43"
"107","JLA04","2017/01/12 00:00:00","2016/12/20 11:21:43",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:43"
"108","JLB01","2017/01/12 00:00:00","2016/12/20 11:21:43",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:43"
"109","JLB02","2017/01/12 00:00:00","2016/12/20 11:21:43",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:43"
"110","JLB03","2017/01/12 00:00:00","2016/12/20 11:21:43",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:43"
"111","JLA01","2017/01/13 00:00:00","2016/12/20 11:21:50",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:50"
"112","JLA02","2017/01/13 00:00:00","2016/12/20 11:21:50",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:50"
"113","JLA03","2017/01/13 00:00:00","2016/12/20 11:21:50",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:50"
"114","JLA04","2017/01/13 00:00:00","2016/12/20 11:21:50",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:50"
"115","JLB01","2017/01/13 00:00:00","2016/12/20 11:21:50",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:50"
"116","JLA01","2017/01/14 00:00:00","2016/12/20 11:21:56",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:56"
"117","JLA02","2017/01/14 00:00:00","2016/12/20 11:21:56",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:56"
"118","JLA03","2017/01/14 00:00:00","2016/12/20 11:21:56",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:56"
"119","JLA04","2017/01/14 00:00:00","2016/12/20 11:21:56",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:56"
"120","JLB01","2017/01/14 00:00:00","2016/12/20 11:21:56",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:56"
"121","JLB02","2017/01/14 00:00:00","2016/12/20 11:21:56",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:56"
"122","JLB03","2017/01/14 00:00:00","2016/12/20 11:21:56",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:56"
"123","JLA01","2017/01/15 00:00:00","2016/12/20 11:21:59",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:59"
"124","JLA02","2017/01/15 00:00:00","2016/12/20 11:21:59",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:59"
"125","JLA03","2017/01/15 00:00:00","2016/12/20 11:21:59",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:59"
"126","JLA04","2017/01/15 00:00:00","2016/12/20 11:21:59",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:21:59"
"127","JLB01","2017/01/15 00:00:00","2016/12/20 11:21:59",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:59"
"128","JLB02","2017/01/15 00:00:00","2016/12/20 11:21:59",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:59"
"129","JLB03","2017/01/15 00:00:00","2016/12/20 11:21:59",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:21:59"
"130","JLA01","2017/01/18 00:00:00","2016/12/20 11:22:17",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:17"
"131","JLA02","2017/01/18 00:00:00","2016/12/20 11:22:17",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:17"
"132","JLA03","2017/01/18 00:00:00","2016/12/20 11:22:17",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:17"
"133","JLA04","2017/01/18 00:00:00","2016/12/20 11:22:17",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:17"
"134","JLB01","2017/01/18 00:00:00","2016/12/20 11:22:17",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:17"
"135","JLB02","2017/01/18 00:00:00","2016/12/20 11:22:17",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:17"
"136","JLB03","2017/01/18 00:00:00","2016/12/20 11:22:17",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:17"
"137","JLA01","2017/01/19 00:00:00","2016/12/20 11:22:35",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:35"
"138","JLA02","2017/01/19 00:00:00","2016/12/20 11:22:35",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:35"
"139","JLA03","2017/01/19 00:00:00","2016/12/20 11:22:35",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:35"
"140","JLA04","2017/01/19 00:00:00","2016/12/20 11:22:35",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:35"
"141","JLB01","2017/01/19 00:00:00","2016/12/20 11:22:35",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:35"
"142","JLB02","2017/01/19 00:00:00","2016/12/20 11:22:35",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:35"
"143","JLB03","2017/01/19 00:00:00","2016/12/20 11:22:35",1,-964.1,0.78,73.09,97.19,143.47,219.63,279.41,567.67,9640.82,12616.03,"2016/12/20 11:22:35"
"144","JLA01","2017/01/20 00:00:00","2016/12/20 11:22:37",1,-964.1,0.67,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:37"
"145","JLA02","2017/01/20 00:00:00","2016/12/20 11:22:37",1,-964.1,0.78,82.73,100.08,150.22,219.63,279.41,9640.82,11087.93,12616.03,"2016/12/20 11:22:37"
